community_id,state,county,product,doses_needed
POHNPEI__U,Pohnpei,U,RotaTeq,7
POHNPEI__ZZ-UNKNOWN-POHNPEI,Pohnpei,Zz-Unknown-Pohnpei,PedVaxHib,0
POHNPEI__ZZ-UNKNOWN-POHNPEI,Pohnpei,Zz-Unknown-Pohnpei,Vaxelis,1
POHNPEI__ZZ-UNKNOWN-POHNPEI,Pohnpei,Zz-Unknown-Pohnpei,Pediarix,1
POHNPEI__ZZ-UNKNOWN-POHNPEI,Pohnpei,Zz-Unknown-Pohnpei,DTaP_Single,0
POHNPEI__ZZ-UNKNOWN-POHNPEI,Pohnpei,Zz-Unknown-Pohnpei,IPV_Single,0
POHNPEI__ZZ-UNKNOWN-POHNPEI,Pohnpei,Zz-Unknown-Pohnpei,MMR_Single,1
POHNPEI__ZZ-UNKNOWN-POHNPEI,Pohnpei,Zz-Unknown-Pohnpei,Prevnar,2
POHNPEI__ZZ-UNKNOWN-POHNPEI,Pohnpei,Zz-Unknown-Pohnpei,RotaTeq,0
YAP__DALIPEEBINAEW,Yap,Dalipeebinaew,PedVaxHib,0
YAP__DALIPEEBINAEW,Yap,Dalipeebinaew,Vaxelis,1
YAP__DALIPEEBINAEW,Yap,Dalipeebinaew,Pediarix,0
YAP__DALIPEEBINAEW,Yap,Dalipeebinaew,DTaP_Single,1
YAP__DALIPEEBINAEW,Yap,Dalipeebinaew,IPV_Single,1
YAP__DALIPEEBINAEW,Yap,Dalipeebinaew,MMR_Single,2
YAP__DALIPEEBINAEW,Yap,Dalipeebinaew,Prevnar,1
YAP__DALIPEEBINAEW,Yap,Dalipeebinaew,RotaTeq,1
YAP__EAURIPIK,Yap,Eauripik,PedVaxHib,2
YAP__EAURIPIK,Yap,Eauripik,Vaxelis,0
YAP__EAURIPIK,Yap,Eauripik,Pediarix,0
YAP__EAURIPIK,Yap,Eauripik,DTaP_Single,3
YAP__EAURIPIK,Yap,Eauripik,IPV_Single,0
YAP__EAURIPIK,Yap,Eauripik,MMR_Single,3
YAP__EAURIPIK,Yap,Eauripik,Prevnar,2
YAP__EAURIPIK,Yap,Eauripik,RotaTeq,0
YAP__ELATO ISLAND,Yap,Elato Island,PedVaxHib,0
YAP__ELATO ISLAND,Yap,Elato Island,Vaxelis,1
YAP__ELATO ISLAND,Yap,Elato Island,Pediarix,0
YAP__ELATO ISLAND,Yap,Elato Island,DTaP_Single,5
YAP__ELATO ISLAND,Yap,Elato Island,IPV_Single,1
YAP__ELATO ISLAND,Yap,Elato Island,MMR_Single,3
YAP__ELATO ISLAND,Yap,Elato Island,Prevnar,2
YAP__ELATO ISLAND,Yap,Elato Island,RotaTeq,0
YAP__FAIS,Yap,Fais,PedVaxHib,2
YAP__FAIS,Yap,Fais,Vaxelis,7
YAP__FAIS,Yap,Fais,Pediarix,0
YAP__FAIS,Yap,Fais,DTaP_Single,8
YAP__FAIS,Yap,Fais,IPV_Single,4
YAP__FAIS,Yap,Fais,MMR_Single,8
YAP__FAIS,Yap,Fais,Prevnar,8
YAP__FAIS,Yap,Fais,RotaTeq,4
YAP__FANIF,Yap,Fanif,PedVaxHib,0
YAP__FANIF,Yap,Fanif,Vaxelis,3
YAP__FANIF,Yap,Fanif,Pediarix,0
YAP__FANIF,Yap,Fanif,DTaP_Single,2
YAP__FANIF,Yap,Fanif,IPV_Single,2
YAP__FANIF,Yap,Fanif,MMR_Single,2
YAP__FANIF,Yap,Fanif,Prevnar,3
YAP__FANIF,Yap,Fanif,RotaTeq,2
YAP__FARAULAP,Yap,Faraulap,PedVaxHib,0
YAP__FARAULAP,Yap,Faraulap,Vaxelis,0
YAP__FARAULAP,Yap,Faraulap,Pediarix,0
YAP__FARAULAP,Yap,Faraulap,DTaP_Single,0
YAP__FARAULAP,Yap,Faraulap,IPV_Single,0
YAP__FARAULAP,Yap,Faraulap,MMR_Single,0
YAP__FARAULAP,Yap,Faraulap,Prevnar,0
YAP__FARAULAP,Yap,Faraulap,RotaTeq,0
YAP__GAGIL,Yap,Gagil,PedVaxHib,1
YAP__GAGIL,Yap,Gagil,Vaxelis,4
YAP__GAGIL,Yap,Gagil,Pediarix,0
YAP__GAGIL,Yap,Gagil,DTaP_Single,6
YAP__GAGIL,Yap,Gagil,IPV_Single,3
YAP__GAGIL,Yap,Gagil,MMR_Single,4
YAP__GAGIL,Yap,Gagil,Prevnar,7
YAP__GAGIL,Yap,Gagil,RotaTeq,4
YAP__GILMAN,Yap,Gilman,PedVaxHib,0
YAP__GILMAN,Yap,Gilman,Vaxelis,4
YAP__GILMAN,Yap,Gilman,Pediarix,0
YAP__GILMAN,Yap,Gilman,DTaP_Single,2
YAP__GILMAN,Yap,Gilman,IPV_Single,2
YAP__GILMAN,Yap,Gilman,MMR_Single,1
YAP__GILMAN,Yap,Gilman,Prevnar,4
YAP__GILMAN,Yap,Gilman,RotaTeq,2
YAP__IFALIK,Yap,Ifalik,PedVaxHib,6
YAP__IFALIK,Yap,Ifalik,Vaxelis,8
YAP__IFALIK,Yap,Ifalik,Pediarix,0
YAP__IFALIK,Yap,Ifalik,DTaP_Single,24
YAP__IFALIK,Yap,Ifalik,IPV_Single,10
YAP__IFALIK,Yap,Ifalik,MMR_Single,14
YAP__IFALIK,Yap,Ifalik,Prevnar,14
YAP__IFALIK,Yap,Ifalik,RotaTeq,2
YAP__KANIFAY,Yap,Kanifay,PedVaxHib,2
YAP__KANIFAY,Yap,Kanifay,Vaxelis,3
YAP__KANIFAY,Yap,Kanifay,Pediarix,0
YAP__KANIFAY,Yap,Kanifay,DTaP_Single,0
YAP__KANIFAY,Yap,Kanifay,IPV_Single,0
YAP__KANIFAY,Yap,Kanifay,MMR_Single,1
YAP__KANIFAY,Yap,Kanifay,Prevnar,4
YAP__KANIFAY,Yap,Kanifay,RotaTeq,2
YAP__LAMOTREK ISLAND,Yap,Lamotrek Island,PedVaxHib,8
YAP__LAMOTREK ISLAND,Yap,Lamotrek Island,Vaxelis,6
YAP__LAMOTREK ISLAND,Yap,Lamotrek Island,Pediarix,0
YAP__LAMOTREK ISLAND,Yap,Lamotrek Island,DTaP_Single,20
YAP__LAMOTREK ISLAND,Yap,Lamotrek Island,IPV_Single,5
YAP__LAMOTREK ISLAND,Yap,Lamotrek Island,MMR_Single,11
YAP__LAMOTREK ISLAND,Yap,Lamotrek Island,Prevnar,12
YAP__LAMOTREK ISLAND,Yap,Lamotrek Island,RotaTeq,0
YAP__MAAP,Yap,Maap,PedVaxHib,0
YAP__MAAP,Yap,Maap,Vaxelis,3
YAP__MAAP,Yap,Maap,Pediarix,1
YAP__MAAP,Yap,Maap,DTaP_Single,3
YAP__MAAP,Yap,Maap,IPV_Single,2
YAP__MAAP,Yap,Maap,MMR_Single,3
YAP__MAAP,Yap,Maap,Prevnar,4
YAP__MAAP,Yap,Maap,RotaTeq,3
YAP__NGULU,Yap,Ngulu,PedVaxHib,1
YAP__NGULU,Yap,Ngulu,Vaxelis,0
YAP__NGULU,Yap,Ngulu,Pediarix,0
YAP__NGULU,Yap,Ngulu,DTaP_Single,1
YAP__NGULU,Yap,Ngulu,IPV_Single,0
YAP__NGULU,Yap,Ngulu,MMR_Single,2
YAP__NGULU,Yap,Ngulu,Prevnar,2
YAP__NGULU,Yap,Ngulu,RotaTeq,0
YAP__RUMUNG,Yap,Rumung,PedVaxHib,0
YAP__RUMUNG,Yap,Rumung,Vaxelis,0
YAP__RUMUNG,Yap,Rumung,Pediarix,0
YAP__RUMUNG,Yap,Rumung,DTaP_Single,0
YAP__RUMUNG,Yap,Rumung,IPV_Single,0
YAP__RUMUNG,Yap,Rumung,MMR_Single,0
YAP__RUMUNG,Yap,Rumung,Prevnar,0
YAP__RUMUNG,Yap,Rumung,RotaTeq,0
YAP__RUUL,Yap,Ruul,PedVaxHib,5
YAP__RUUL,Yap,Ruul,Vaxelis,9
YAP__RUUL,Yap,Ruul,Pediarix,2
YAP__RUUL,Yap,Ruul,DTaP_Single,11
YAP__RUUL,Yap,Ruul,IPV_Single,7
YAP__RUUL,Yap,Ruul,MMR_Single,10
YAP__RUUL,Yap,Ruul,Prevnar,16
YAP__RUUL,Yap,Ruul,RotaTeq,8
YAP__SATAWAL,Yap,Satawal,PedVaxHib,6
YAP__SATAWAL,Yap,Satawal,Vaxelis,7
YAP__SATAWAL,Yap,Satawal,Pediarix,0
YAP__SATAWAL,Yap,Satawal,DTaP_Single,31
YAP__SATAWAL,Yap,Satawal,IPV_Single,8
YAP__SATAWAL,Yap,Satawal,MMR_Single,11
YAP__SATAWAL,Yap,Satawal,Prevnar,13
YAP__SATAWAL,Yap,Satawal,RotaTeq,2
YAP__TAMIL,Yap,Tamil,PedVaxHib,1
YAP__TAMIL,Yap,Tamil,Vaxelis,4
YAP__TAMIL,Yap,Tamil,Pediarix,0
YAP__TAMIL,Yap,Tamil,DTaP_Single,12
YAP__TAMIL,Yap,Tamil,IPV_Single,7
YAP__TAMIL,Yap,Tamil,MMR_Single,7
YAP__TAMIL,Yap,Tamil,Prevnar,6
YAP__TAMIL,Yap,Tamil,RotaTeq,0
YAP__ULITHI ATOLL,Yap,Ulithi Atoll,PedVaxHib,7
YAP__ULITHI ATOLL,Yap,Ulithi Atoll,Vaxelis,9
YAP__ULITHI ATOLL,Yap,Ulithi Atoll,Pediarix,1
YAP__ULITHI ATOLL,Yap,Ulithi Atoll,DTaP_Single,19
YAP__ULITHI ATOLL,Yap,Ulithi Atoll,IPV_Single,8
YAP__ULITHI ATOLL,Yap,Ulithi Atoll,MMR_Single,12
YAP__ULITHI ATOLL,Yap,Ulithi Atoll,Prevnar,17
YAP__ULITHI ATOLL,Yap,Ulithi Atoll,RotaTeq,3
YAP__WEELOEY,Yap,Weeloey,PedVaxHib,1
YAP__WEELOEY,Yap,Weeloey,Vaxelis,4
YAP__WEELOEY,Yap,Weeloey,Pediarix,0
YAP__WEELOEY,Yap,Weeloey,DTaP_Single,8
YAP__WEELOEY,Yap,Weeloey,IPV_Single,5
YAP__WEELOEY,Yap,Weeloey,MMR_Single,3
YAP__WEELOEY,Yap,Weeloey,Prevnar,5
YAP__WEELOEY,Yap,Weeloey,RotaTeq,1
YAP__WOLEAI,Yap,Woleai,PedVaxHib,5
YAP__WOLEAI,Yap,Woleai,Vaxelis,11
YAP__WOLEAI,Yap,Woleai,Pediarix,0
YAP__WOLEAI,Yap,Woleai,DTaP_Single,4
YAP__WOLEAI,Yap,Woleai,IPV_Single,3
YAP__WOLEAI,Yap,Woleai,MMR_Single,12
YAP__WOLEAI,Yap,Woleai,Prevnar,13
YAP__WOLEAI,Yap,Woleai,RotaTeq,6
YAP__ZZ-UNKNOWN-YAP,Yap,Zz-Unknown-Yap,PedVaxHib,0
YAP__ZZ-UNKNOWN-YAP,Yap,Zz-Unknown-Yap,Vaxelis,1
YAP__ZZ-UNKNOWN-YAP,Yap,Zz-Unknown-Yap,Pediarix,0
YAP__ZZ-UNKNOWN-YAP,Yap,Zz-Unknown-Yap,DTaP_Single,0
YAP__ZZ-UNKNOWN-YAP,Yap,Zz-Unknown-Yap,IPV_Single,0
YAP__ZZ-UNKNOWN-YAP,Yap,Zz-Unknown-Yap,MMR_Single,1
YAP__ZZ-UNKNOWN-YAP,Yap,Zz-Unknown-Yap,Prevnar,1
YAP__ZZ-UNKNOWN-YAP,Yap,Zz-Unknown-Yap,RotaTeq,0
